テキスト,ページ,問題,答え
学習漢字ノート中２,p33,テキセツに判断するに判断する,適切
学習漢字ノート中２,p33,魚をメシアガル,召し
学習漢字ノート中２,p35,医師のゴシン,誤診
学習漢字ノート中２,p35,非礼をチンシャする,陳謝
学習漢字ノート中２,p35,ラクノウに従事する,酪農
学習漢字ノート中２,p35,カンガイにふける,感慨
学習漢字ノート中２,p35,社会フクシの政策,福祉
学習漢字ノート中２,p35,リンリに反する,倫理
学習漢字ノート中２,p35,解決をハカル,図る
学習漢字ノート中２,p35,委員会にハカル,諮る
学習漢字ノート中２,p35,事務をトル,執る
学習漢字ノート中２,p35,カネを鳴らす,鐘
学習漢字ノート中２,p35,仏像をイル,鋳る
学習漢字ノート中２,p35,テツガク的に考える,哲学
学習漢字ノート中２,p35,雪山でソウナンする,遭難
学習漢字ノート中２,p35,クジュウをなめる,苦汁
学習漢字ノート中２,p35,クジュウの決断,苦渋
学習漢字ノート中２,p35,他人にカンショウする,干渉
学習漢字ノート中２,p35,カンショウに浸る,感傷
学習漢字ノート中２,p35,体のヘイコウを保つ,平衡
学習漢字ノート中２,p35,自由をキョウジュする,享受
学習漢字ノート中２,p35,コを描いて飛ぶ,弧
学習漢字ノート中２,p35,成功までのキセキ,軌跡
学習漢字ノート中２,p35,ホテルのハイゼン係,配膳
学習漢字ノート中２,p35,カイソウサラダ,海藻
学習漢字ノート中２,p35,シュンの野菜を買う,旬
学習漢字ノート中２,p35,サケをジョウゾウする,醸造
学習漢字ノート中２,p37,ハチミツをかける,蜂蜜
学習漢字ノート中２,p37,メンルイが好物だ,麺類
学習漢字ノート中２,p37,センチャを入れる,煎茶
学習漢字ノート中２,p37,イシウスでひく,石臼
学習漢字ノート中２,p37,容器にジュウテンする,充填
学習漢字ノート中２,p37,カサクに選ばれる,佳作
学習漢字ノート中２,p37,レンズのオウトツ,凹凸
学習漢字ノート中２,p37,ボキン活動を行う,募金
学習漢字ノート中２,p37,カンダン差が大きい,寒暖
学習漢字ノート中２,p37,舞台をカンゲキする,観劇
学習漢字ノート中２,p37,マサツが生じる,摩擦
学習漢字ノート中２,p37,ユマクを落とす,油膜
学習漢字ノート中２,p37,カジョウに意識する,過剰
学習漢字ノート中２,p37,ゴウチョクな性格,剛直
学習漢字ノート中２,p37,予算をサクゲンする,削減
学習漢字ノート中２,p37,合成センザイの成分,洗剤
学習漢字ノート中２,p37,白地に赤がハエル,映える
学習漢字ノート中２,p37,正体をアラワス,現す
学習漢字ノート中２,p37,本をアラワス,著す
学習漢字ノート中２,p37,セイト会に入る,生徒
学習漢字ノート中２,p37,彼を班長にオス,推す
学習漢字ノート中２,p37,パンのキジ,生地
学習漢字ノート中２,p37,布をはさみでタツ,裁つ
学習漢字ノート中２,p37,消息をタツ,絶つ
学習漢字ノート中２,p37,お酒をタツ,断つ
学習漢字ノート中２,p39,気に名前をホル,彫る
学習漢字ノート中２,p39,キョダイな都市,巨大
学習漢字ノート中２,p39,絶海のコトウ,孤島
学習漢字ノート中２,p39,ボウダイな量が残る,膨大
学習漢字ノート中２,p39,なぞを解く,謎
学習漢字ノート中２,p39,事実がハンメイする,判明
学習漢字ノート中２,p39,温室でサイバイする,栽培
学習漢字ノート中２,p39,イセキをめぐる,遺跡
学習漢字ノート中２,p39,身長をソウテイする,測定
学習漢字ノート中２,p39,部品をセイゾウする,製造
学習漢字ノート中２,p39,ヤワラカイ土,軟らかい
学習漢字ノート中２,p39,ギョウカイガンとなる,凝灰岩
学習漢字ノート中２,p39,山肌がロシュツする,露出
学習漢字ノート中２,p39,カタイ食べ物,硬い
学習漢字ノート中２,p39,ヨウガンの成分,溶岩
学習漢字ノート中２,p39,予算をケズル,削る
学習漢字ノート中２,p39,タイテイは困らない,大抵
学習漢字ノート中２,p39,人類のソセン,祖先
学習漢字ノート中２,p39,木材をウンパンする,運搬
学習漢字ノート中２,p39,砂がタイセキする,堆積
学習漢字ノート中２,p39,カフンが飛ぶ,花粉
学習漢字ノート中２,p39,ジョジョに回復する,徐々
学習漢字ノート中２,p39,タキギを集める,薪
学習漢字ノート中２,p39,杉をバッサイする,伐採
学習漢字ノート中２,p39,家屋をハカイする,破壊
学習漢字ノート中２,p41,責任をホウキする,放棄
学習漢字ノート中２,p41,私腹をコヤス,肥やす
学習漢字ノート中２,p41,ドジョウを改良する,土壌
学習漢字ノート中２,p41,領地をシンショクする,侵食
学習漢字ノート中２,p41,コンナンに直面する,困難
学習漢字ノート中２,p41,進化のカテイ,過程
学習漢字ノート中２,p41,コウソウが激化する,抗争
学習漢字ノート中２,p41,事故がヒンパツする,頻発
学習漢字ノート中２,p41,建物がホウカイする,崩壊
学習漢字ノート中２,p41,原因をスイテイする,推定
学習漢字ノート中２,p41,我々とはムエンだ,無縁
学習漢字ノート中２,p41,町がハンエイする,繁栄
学習漢字ノート中２,p41,怒りがバクハツする,爆発
学習漢字ノート中２,p41,限界をトッパする,突破
学習漢字ノート中２,p41,キガから救う,飢餓
学習漢字ノート中２,p41,規制のコウジョウ化,恒常
学習漢字ノート中２,p41,シッコクの髪,漆黒
学習漢字ノート中２,p41,天国とジゴク,地獄
学習漢字ノート中２,p41,ホウサクを立てる,方策
学習漢字ノート中２,p41,期限がノビル,延びる
学習漢字ノート中２,p41,ギンミして選ぶ,吟味
学習漢字ノート中２,p41,実態をハアクする,把握
学習漢字ノート中２,p41,意見がイッチする,一致
学習漢字ノート中２,p41,ごみをステル,捨てる
学習漢字ノート中２,p41,人目をシノブ,忍ぶ
学習漢字ノート中２,p43,オウギを広げる,扇
学習漢字ノート中２,p43,球団のホンキョチ,本拠地
学習漢字ノート中２,p43,背水のジン,陣
学習漢字ノート中２,p43,敵のキシュウに遭う,奇襲
学習漢字ノート中２,p43,ワズカに残る,僅か
学習漢字ノート中２,p43,アラシがやってくる,嵐
学習漢字ノート中２,p43,トツジョ雨が降る,突如
学習漢字ノート中２,p43,小さなフネをこぐ,船
学習漢字ノート中２,p43,深刻な事態をマネク,招く
学習漢字ノート中２,p43,出場をジタイする,辞退
学習漢字ノート中２,p43,タヅナを引く,手綱
学習漢字ノート中２,p43,ページをクル,繰る
学習漢字ノート中２,p43,波間をタダヨウ,漂う
学習漢字ノート中２,p43,コキョウに帰る,故郷
学習漢字ノート中２,p43,オモテを上げる,面
学習漢字ノート中２,p43,ウラに潮が満ちる,浦
学習漢字ノート中２,p43,聞くにタエない話,堪え
学習漢字ノート中２,p43,カワ製品を好む,革
学習漢字ノート中２,p43,カンセイがわく場内,歓声
学習漢字ノート中２,p43,イツワの多い人物,逸話
学習漢字ノート中２,p43,ヒャッキの兵,百騎
学習漢字ノート中２,p43,時間がオシイ,惜しい
学習漢字ノート中２,p43,父・母の弟、オジ,叔父
学習漢字ノート中２,p43,失敗をチョウショウする,嘲笑
学習漢字ノート中２,p43,イノチガケで助ける,命懸け
学習漢字ノート中２,p45,カマクラ時代の末期,鎌倉
学習漢字ノート中２,p45,目つきがスルドイ,鋭い
学習漢字ノート中２,p45,ケンブンを広げる,見聞
学習漢字ノート中２,p45,総合力でマサル,勝る
学習漢字ノート中２,p45,集団をセンドウする,先導
学習漢字ノート中２,p45,アカツキの空を眺める,暁
学習漢字ノート中２,p45,ネドコに入る,寝床
学習漢字ノート中２,p45,寒い季節のオトズレ,訪れ
学習漢字ノート中２,p45,ゾクジンの考え,俗人
学習漢字ノート中２,p45,ユウゼンと構える,悠然
学習漢字ノート中２,p45,ヘイボンな発想,平凡
学習漢字ノート中２,p45,政策をテンカンする,転換
学習漢字ノート中２,p45,フンイキがよい,雰囲気
学習漢字ノート中２,p45,話をシメくくる,締め
学習漢字ノート中２,p45,ふとんをシク,敷く
学習漢字ノート中２,p45,アザヤカに解決する,鮮やか
学習漢字ノート中２,p45,マタの機会に,又
学習漢字ノート中２,p45,草木がシゲル,茂る
学習漢字ノート中２,p45,日が西にシズム,沈む
学習漢字ノート中２,p45,砂上のロウカク,楼閣
学習漢字ノート中２,p45,江戸時代のロウニン,浪人
学習漢字ノート中２,p45,セイレキで示す,西暦
学習漢字ノート中２,p45,ハンカ街を歩く,繁華
学習漢字ノート中２,p45,コドクを感じる,孤独
学習漢字ノート中２,p45,シラガ染めを使う,白髪
学習漢字ノート中２,p47,ギリシャチョウコク,彫刻
学習漢字ノート中２,p47,カエルのカイボウ,解剖
学習漢字ノート中２,p47,リクツに合わない,理屈
学習漢字ノート中２,p47,ショウゲキを受ける,衝撃
学習漢字ノート中２,p47,教会のヘキガ,壁画
学習漢字ノート中２,p47,ショクタクを囲む,食卓
学習漢字ノート中２,p47,シバイが上手だ,芝居
学習漢字ノート中２,p47,舞台をカンゲキするを演出する,舞台
学習漢字ノート中２,p47,ドウヨウを隠せない,動揺
学習漢字ノート中２,p47,スイモンが広がる,水紋
学習漢字ノート中２,p47,デシ入りを願う,弟子
学習漢字ノート中２,p47,ケイバツを科す,刑罰
学習漢字ノート中２,p47,ヨウボウが美しい,容貌
学習漢字ノート中２,p47,テンジョウからつるす,天井
学習漢字ノート中２,p47,部屋がセマイ,狭い
学習漢字ノート中２,p47,グウゼン発見する,偶然
学習漢字ノート中２,p47,ショウコが見つかる,証拠
学習漢字ノート中２,p47,チミツな計算,緻密
学習漢字ノート中２,p47,学問をキワメル,究める
学習漢字ノート中２,p47,メッキがハゲル,剝げる
学習漢字ノート中２,p47,シキサイが鮮やかだ,色彩
学習漢字ノート中２,p47,細かい情景ビョウシャ,描写
学習漢字ノート中２,p47,顔のリンカク,輪郭
学習漢字ノート中２,p47,英語をクシする,駆使
学習漢字ノート中２,p47,カンタンの声,感嘆
学習漢字ノート中２,p49,トクチョウを挙げる,特徴
学習漢字ノート中２,p49,希望をイダク,抱く
学習漢字ノート中２,p49,計画にタズサワル,携わる
学習漢字ノート中２,p49,友人をベンゴする,弁護
学習漢字ノート中２,p49,流行のサキガケ,先駆け
学習漢字ノート中２,p49,イリョウ技術の進歩,医療
学習漢字ノート中２,p49,ムショウで手伝う,無償
学習漢字ノート中２,p49,手紙をソエル,添える
学習漢字ノート中２,p49,ロウカが長い,廊下
学習漢字ノート中２,p49,カベにぶつかる,壁
学習漢字ノート中２,p49,キュウケイ時間をとる,休憩
学習漢字ノート中２,p49,ゲンカンの前で待つ,玄関
学習漢字ノート中２,p49,木造のコウシャ,校舎
学習漢字ノート中２,p49,ミジュクな考え方だ,未熟
学習漢字ノート中２,p49,セイジツな人だ,誠実
学習漢字ノート中２,p49,ラッカンテキな考え,楽観的
学習漢字ノート中２,p49,条約をヒジュンする,批准
学習漢字ノート中２,p49,コフンを調査する,古墳
学習漢字ノート中２,p49,ラシンバンの発明,羅針盤
学習漢字ノート中２,p49,シュリョウ民族の歴史,狩猟
学習漢字ノート中２,p49,化石をサイシュウする,採集
学習漢字ノート中２,p49,内戦がボッパツする,勃発
学習漢字ノート中２,p49,セイゼツな争い,凄絶
学習漢字ノート中２,p49,コンセキが残る,痕跡
学習漢字ノート中２,p49,チョウテイの権力,朝廷
学習漢字ノート中２,p51,ドウケツに入る,洞穴
学習漢字ノート中２,p51,ドウクツを調べる,洞窟
学習漢字ノート中２,p51,北極をタンケンする,探検
学習漢字ノート中２,p51,さんごショウの調査,礁
学習漢字ノート中２,p51,メイオウセイの発見,冥王星
学習漢字ノート中２,p51,酸素とチッソ,窒素
学習漢字ノート中２,p51,ミサキまで歩く,岬
学習漢字ノート中２,p51,キュウリョウ地帯が続く,丘陵
学習漢字ノート中２,p51,地球のタイキケン,大気圏
学習漢字ノート中２,p51,キオクに残る,記憶
学習漢字ノート中２,p51,オクビョウな性格,臆病
学習漢字ノート中２,p51,カイショと行書,楷書
学習漢字ノート中２,p51,テイタクを構える,邸宅
学習漢字ノート中２,p51,権力にテイコウする,抵抗
学習漢字ノート中２,p51,ガイコツの模型,骸骨
学習漢字ノート中２,p51,ガイトウ者なし,該当
学習漢字ノート中２,p51,市場をカイタクする,開拓
学習漢字ノート中２,p51,胃液のブンピツ,分泌
学習漢字ノート中２,p51,シンジュの指輪,真珠
学習漢字ノート中２,p51,ツルの恩返し,鶴
学習漢字ノート中２,p51,オニの面をかぶる,鬼
学習漢字ノート中２,p51,川べりのヤナギの木,柳
学習漢字ノート中２,p51,監査役をイショクする,委嘱
学習漢字ノート中２,p51,ジュバクが解ける,呪縛
学習漢字ノート中２,p51,シサに富む,示唆
学習漢字ノート中２,p53,ヌマチにすむ生物,沼地
学習漢字ノート中２,p53,ハンヨウ性が高い,汎用
学習漢字ノート中２,p53,ヒヨクな土壌,肥沃
学習漢字ノート中２,p53,おセイボをもらう,歳暮
学習漢字ノート中２,p53,舞台用のイショウ,衣装
学習漢字ノート中２,p53,優勝は至難のワザだ,業
学習漢字ノート中２,p53,真相をバクロする,暴露
学習漢字ノート中２,p53,フクインをもたらす,福音
学習漢字ノート中２,p53,チノミゴ,乳飲み子
学習漢字ノート中２,p53,住所にアザが付く,字
学習漢字ノート中２,p53,幼さユエのあやまち,故
学習漢字ノート中２,p53,ホドなく現れる,程
学習漢字ノート中２,p53,カシラ文字を書く,頭
学習漢字ノート中２,p53,失敗を気にヤム,病む
学習漢字ノート中２,p53,小説をシッピツする,執筆
学習漢字ノート中２,p53,作品をホメル,褒める
学習漢字ノート中２,p53,父・母の妹、オバ,叔母
学習漢字ノート中２,p53,伝統をホコル学校,誇る
学習漢字ノート中２,p53,タイザイ期間が長い,滞在
学習漢字ノート中２,p53,タイショウ的な色合い,対照
学習漢字ノート中２,p53,友人にレンラクする,連絡
学習漢字ノート中２,p53,助手をヤトウ,雇う
学習漢字ノート中２,p53,選考にオウボする,応募
学習漢字ノート中２,p53,夢をアキラメルな,諦める
学習漢字ノート中２,p53,ジョウダンを言う,冗談
学習漢字ノート中２,p55,無礼にゲキドする,激怒
学習漢字ノート中２,p55,ジャチにたける,邪知
学習漢字ノート中２,p55,ボウギャクな君主,暴虐
学習漢字ノート中２,p55,変化にビンカンだ,敏感
学習漢字ノート中２,p55,ハナムコの付き添い,花婿
学習漢字ノート中２,p55,転校生をムカエル,迎える
学習漢字ノート中２,p55,ケッコンが決まる,結婚
学習漢字ノート中２,p55,ハナヨメの手紙,花嫁
学習漢字ノート中２,p55,シュクエンを開く,祝宴
学習漢字ノート中２,p55,アヤシイ人影,怪しい
学習漢字ノート中２,p55,コウゴウの肖像画,皇后
学習漢字ノート中２,p55,ケンシンがいさめる,賢臣
学習漢字ノート中２,p55,ヒトジチを助ける,人質
学習漢字ノート中２,p55,要求をコバム,拒む
学習漢字ノート中２,p55,ケイリにつかまる,警吏
学習漢字ノート中２,p55,犯人をホバクする,捕縛
学習漢字ノート中２,p55,イゲンに満ちる,威厳
学習漢字ノート中２,p55,ミケンのしわ,眉間
学習漢字ノート中２,p55,コドクな生活,孤独
学習漢字ノート中２,p55,タミの声を聞く,民
学習漢字ノート中２,p55,チュウセイを尽くす,忠誠
学習漢字ノート中２,p55,恩にムクイル,報いる
学習漢字ノート中２,p55,イノチゴイをする,命乞い
学習漢字ノート中２,p55,シュンジに気付く,瞬時
学習漢字ノート中２,p55,旅館のテイシュ,亭主
学習漢字ノート中２,p57,イッスイもしない,一睡
学習漢字ノート中２,p57,東京にトウチャクする,到着
学習漢字ノート中２,p57,注目をアビル,浴びる
学習漢字ノート中２,p57,サイダンを設ける,祭壇
学習漢字ノート中２,p57,花をカザル,飾る
学習漢字ノート中２,p57,味をトトノエル,調える
学習漢字ノート中２,p57,床にフス,伏す
学習漢字ノート中２,p57,名所をオトズレル,訪れる
学習漢字ノート中２,p57,シタクをする,支度
学習漢字ノート中２,p57,ショウダクを得る,承諾
学習漢字ノート中２,p57,シンロウの友人,新郎
学習漢字ノート中２,p57,選手センセイをする,宣誓
学習漢字ノート中２,p57,雲が空をオオウ,覆う
学習漢字ノート中２,p57,外はムシ暑い,蒸し
学習漢字ノート中２,p57,ショウガイ忘れない,生涯
学習漢字ノート中２,p57,カンキにわく声,歓喜
学習漢字ノート中２,p57,成功にヨウ,酔う
学習漢字ノート中２,p57,海にモグル,潜る
学習漢字ノート中２,p57,ウサギがハネル,跳ねる
学習漢字ノート中２,p57,リョウウデで伸ばす,両腕
学習漢字ノート中２,p57,コブシを振り上げる,拳
学習漢字ノート中２,p57,フウフで出席する,夫婦
学習漢字ノート中２,p57,大雪がフル,降る
学習漢字ノート中２,p57,実感がワク,湧く
学習漢字ノート中２,p57,川がハンランする,氾濫
学習漢字ノート中２,p59,腹がフクレル,膨れる
学習漢字ノート中２,p59,助命をアイガンする,哀願
学習漢字ノート中２,p59,調子がクルウ,狂う
学習漢字ノート中２,p59,大声でサケブ,叫ぶ
学習漢字ノート中２,p59,愛とマコトの力,誠
学習漢字ノート中２,p59,トウソウ心が強い,発揮
学習漢字ノート中２,p59,疑問がウズ巻く,渦
学習漢字ノート中２,p59,ドウ上げをする,胴
学習漢字ノート中２,p59,深コキュウをする,呼吸
学習漢字ノート中２,p59,トウゲを登る,峠
学習漢字ノート中２,p59,サンゾクが現れる,山賊
学習漢字ノート中２,p59,イッセイに動く,一斉
学習漢字ノート中２,p59,げんこつでナグル,殴る
学習漢字ノート中２,p59,スキが生じる,隙
学習漢字ノート中２,p59,野原をカケル,駆ける
学習漢字ノート中２,p59,星空をアオグ,仰ぐ
学習漢字ノート中２,p59,限界をトッパする,突破
学習漢字ノート中２,p59,手足がナエル,萎える
学習漢字ノート中２,p59,イモムシの動き,芋虫
学習漢字ノート中２,p59,ロボウに咲く花,路傍
学習漢字ノート中２,p59,彼はコンジョウがある,根性
学習漢字ノート中２,p59,シンクに染まる,真紅
学習漢字ノート中２,p59,シンゾウが高鳴る,心臓
学習漢字ノート中２,p59,敵をアザムク,欺く
学習漢字ノート中２,p61,ギワクが晴れる,疑惑
学習漢字ノート中２,p61,ヒレツな手段だ,卑劣
学習漢字ノート中２,p61,無罪ホウメンとなる,放免
学習漢字ノート中２,p61,ミニクイ争いをなくす,醜い
学習漢字ノート中２,p61,シシを動かす,四肢
学習漢字ノート中２,p61,音に耳をスマス,澄ます
学習漢字ノート中２,p61,サケ目がある,裂け
学習漢字ノート中２,p61,カイフクのきざし,回復
学習漢字ノート中２,p61,任務をスイコウする,遂行
学習漢字ノート中２,p61,アクマの使い,悪魔
学習漢字ノート中２,p61,びっくりギョウテンする,仰天
学習漢字ノート中２,p61,ボールをケル,蹴る
学習漢字ノート中２,p61,口をハサム,挟む
学習漢字ノート中２,p61,怪しいフウテイの男,風体
学習漢字ノート中２,p61,ラタイを隠す,裸体
学習漢字ノート中２,p61,道をタズネル,尋ねる
学習漢字ノート中２,p61,デシ入りを願う,弟子
学習漢字ノート中２,p61,不運をウラム,恨む
学習漢字ノート中２,p61,イッペンの花びら,一片
学習漢字ノート中２,p61,シップウのごとく進む,疾風
学習漢字ノート中２,p61,ホウヨウを交わす,抱擁
学習漢字ノート中２,p61,クウキョな生活,空虚
学習漢字ノート中２,p61,モウソウにふける,妄想
学習漢字ノート中２,p61,カンセイにわく場内,歓声
学習漢字ノート中２,p61,皆でバンザイする,万歳
学習漢字ノート中２,p63,メンエキ力を高める,免疫
学習漢字ノート中２,p63,キュウカクが鋭い,嗅覚
学習漢字ノート中２,p63,イジョウな暑さ,異常
学習漢字ノート中２,p63,読書をショウレイする,奨励
学習漢字ノート中２,p63,学業にハゲム,励む
学習漢字ノート中２,p63,喉にウルオイを与える,潤い
学習漢字ノート中２,p63,傷がイエル,癒える
学習漢字ノート中２,p63,健康シンダンを受ける,診断
学習漢字ノート中２,p63,ニョウ検査を行う,尿
学習漢字ノート中２,p63,ヒフの構造,皮膚
学習漢字ノート中２,p63,ジキショウソウ,時期尚早
学習漢字ノート中２,p63,ハクシテッカイ,白紙撤回
学習漢字ノート中２,p63,ユウモウカカン,勇猛果敢
学習漢字ノート中２,p63,シンボウエンリョ,深謀遠慮
学習漢字ノート中２,p63,フキュウの名作,不朽
学習漢字ノート中２,p63,一般にフキュウする,普及
学習漢字ノート中２,p63,ショウジョウを授与する,賞状
学習漢字ノート中２,p63,発熱のショウジョウ,症状
学習漢字ノート中２,p63,頭痛がオサマル,治まる
学習漢字ノート中２,p63,カセンの氾濫,河川
学習漢字ノート中２,p63,ハタオリの歴史,機織り
学習漢字ノート中２,p63,ジツエン販売をする,実演
学習漢字ノート中２,p63,キカイを操る,機械
学習漢字ノート中２,p63,リョカクキに乗る,旅客機
学習漢字ノート中２,p63,ショウニカの先生,小児科
学習漢字ノート中２,p65,ドンブリ勘定をする,丼
学習漢字ノート中２,p65,ヒジを曲げる,肘
学習漢字ノート中２,p65,ツツミを築く,堤
学習漢字ノート中２,p65,キクの花が咲く,菊
学習漢字ノート中２,p65,名作のホマレが高い,誉れ
学習漢字ノート中２,p65,タダチニ始める,直ちに
学習漢字ノート中２,p65,業務改善にツトメル,努める
学習漢字ノート中２,p65,風カオル五月,薫る
学習漢字ノート中２,p65,タクミな話術,巧み
学習漢字ノート中２,p65,自在にアヤツル,操る
学習漢字ノート中２,p65,悪をコラシメル,懲らしめる
学習漢字ノート中２,p65,ツツシンデお受けする,謹んで
学習漢字ノート中２,p65,ネバリ強い性格だ,粘り
学習漢字ノート中２,p65,練習をナマケル,怠ける
学習漢字ノート中２,p65,タンレンを積む,鍛錬
学習漢字ノート中２,p65,注意をオコタル,怠る
学習漢字ノート中２,p65,ヒロウが激しい,疲労
学習漢字ノート中２,p65,切れ味がニブイ,鈍い
学習漢字ノート中２,p65,ワラベウタが聞こえる,童歌
学習漢字ノート中２,p65,ホガラカに笑う,朗らか
学習漢字ノート中２,p65,スコヤカに育つ,健やか
学習漢字ノート中２,p65,後にウレイを残す,憂い
学習漢字ノート中２,p65,カタヨリが生じる,偏り
学習漢字ノート中２,p65,キタルべき日,来る
学習漢字ノート中２,p65,タチを帯びた武士,太刀
学習漢字ノート中３,p3,英語がタッシャだ,達者
学習漢字ノート中３,p3,ジドウ数の減少,児童
学習漢字ノート中３,p3,公共シセツの管理,施設
学習漢字ノート中３,p3,ヤッカイな仕事だ,厄介
学習漢字ノート中３,p3,イクツかのルール,幾つ
学習漢字ノート中３,p3,タオルをセンタクする,洗濯
学習漢字ノート中３,p3,ムジャキに遊ぶ,無邪気
学習漢字ノート中３,p3,珍しいシロモノだ,代物
学習漢字ノート中３,p3,エンピツで書く,鉛筆
学習漢字ノート中３,p3,キオクに残る,記憶
学習漢字ノート中３,p3,千人シュウヨウできる,収容
学習漢字ノート中３,p3,波がオダヤカだ,穏やか
学習漢字ノート中３,p3,パリコウガイの森,郊外
学習漢字ノート中３,p3,キンキョウを報告する,近況
学習漢字ノート中３,p3,会社をホウモンする,訪問
学習漢字ノート中３,p3,ケイシャで飼育する,鶏舎
学習漢字ノート中３,p3,親指のツメを切る,爪
学習漢字ノート中３,p3,キミョウな現象,奇妙
学習漢字ノート中３,p3,部品をコウカンする,交換
学習漢字ノート中３,p3,原野をカイコンする,開墾
学習漢字ノート中３,p3,カイリツを守る,戒律
学習漢字ノート中３,p3,野球部のカントク,監督
学習漢字ノート中３,p3,古代ローマテイコク,帝国
学習漢字ノート中３,p3,怒りがバクハツする,爆発
学習漢字ノート中３,p3,ドロだらけの犬,泥
学習漢字ノート中３,p5,街並みをナガメル,眺める
学習漢字ノート中３,p5,忠告をムシする,無視
学習漢字ノート中３,p5,すぐ爪をかむクセ,癖
学習漢字ノート中３,p5,ゴウマンな態度,傲慢
学習漢字ノート中３,p5,泣いてアヤマル,謝る
学習漢字ノート中３,p5,ノウリに浮かぶ,脳裏
学習漢字ノート中３,p5,迷子をサガス,捜す
学習漢字ノート中３,p5,切手をハル,貼る
学習漢字ノート中３,p5,コンナンに直面する,困難
学習漢字ノート中３,p5,ブンカツで支払う,分割
学習漢字ノート中３,p5,ジョウダンを交わす,冗談
学習漢字ノート中３,p5,ユイゴンを残す,遺言
学習漢字ノート中３,p5,ギシキを執り行う,儀式
学習漢字ノート中３,p5,カゼをひく,風邪
学習漢字ノート中３,p5,セイメイを書く,姓名
学習漢字ノート中３,p5,生活のチエ,知恵
学習漢字ノート中３,p5,的をシボル,絞る
学習漢字ノート中３,p5,バスのテイリュウジョ,停留所
学習漢字ノート中３,p5,ケッコンが決まる,結婚
学習漢字ノート中３,p5,フウフで出席する,夫婦
学習漢字ノート中３,p5,旗をカカゲル,掲げる
学習漢字ノート中３,p5,夜道はコワイ,怖い
学習漢字ノート中３,p5,イッシュウキの法要,一周忌
学習漢字ノート中３,p5,シュヨウを除去する,腫瘍
学習漢字ノート中３,p5,ソウシキに参列する,葬式
学習漢字ノート中３,p7,ジュクゴの構成,熟語
学習漢字ノート中３,p7,ホウシュウを受け取る,報酬
学習漢字ノート中３,p7,具体策をテイアンする,提案
学習漢字ノート中３,p7,意見をキャッカする,却下
学習漢字ノート中３,p7,会社のハバツ争い,派閥
学習漢字ノート中３,p7,バイショウを求める,賠償
学習漢字ノート中３,p7,代金をハラウ,払う
学習漢字ノート中３,p7,サイバンを傍聴する,裁判
学習漢字ノート中３,p7,警視庁のカンカツ,管轄
学習漢字ノート中３,p7,ここは危険クイキだ,区域
学習漢字ノート中３,p7,スミヤカに動く,速やか
学習漢字ノート中３,p7,ダイジンを辞職する,大臣
学習漢字ノート中３,p7,役員のコウテツ,更迭
学習漢字ノート中３,p7,クンショウを受ける,勲章
学習漢字ノート中３,p7,卒業証書をサズカル,授かる
学習漢字ノート中３,p7,シンザンユウコク,深山幽谷
学習漢字ノート中３,p7,カンコツトウタイ,換骨奪胎
学習漢字ノート中３,p7,ジュンフウマンパン,順風満帆
学習漢字ノート中３,p7,ジョウジョウシャクリョウ,情状酌量
学習漢字ノート中３,p7,オトサタがない,音沙汰
学習漢字ノート中３,p7,ロウデンによる火災,漏電
学習漢字ノート中３,p7,水がモレル,漏れる
学習漢字ノート中３,p7,ダクリュウがうずまく,濁流
学習漢字ノート中３,p7,川の水がニゴル,濁る
学習漢字ノート中３,p7,ワンガンに沿った道,湾岸
学習漢字ノート中３,p9,ホウチョウを使う,包丁
学習漢字ノート中３,p9,米をトグ,研ぐ
学習漢字ノート中３,p9,ゴフクヤを営む,呉服屋
学習漢字ノート中３,p9,アキナイを始める,商い
学習漢字ノート中３,p9,オノレを知る,己
学習漢字ノート中３,p9,失敗をカエリミル,省みる
学習漢字ノート中３,p9,オオヤケに発表する,公
学習漢字ノート中３,p9,柔道のワザを磨く,技
学習漢字ノート中３,p9,速さをキソウ,競う
学習漢字ノート中３,p9,政局がコンメイする,混迷
学習漢字ノート中３,p9,頂点をキワメル,極める
学習漢字ノート中３,p9,観光地をメグル,巡る
学習漢字ノート中３,p9,孔子の教えをトク,説く
学習漢字ノート中３,p9,仕事を引きツグ,継ぐ
学習漢字ノート中３,p9,目つきがスルドイ,鋭い
学習漢字ノート中３,p9,人生をシサクする,思索
学習漢字ノート中３,p9,手でフレル,触れる
学習漢字ノート中３,p9,友人をハゲマス,励ます
学習漢字ノート中３,p9,記念品をオクル,贈る
学習漢字ノート中３,p9,絶好のキカイだ,機会
学習漢字ノート中３,p9,希望をイダク,抱く
学習漢字ノート中３,p9,ドクダンで決める,独断
学習漢字ノート中３,p9,スランプにオチル,陥る
学習漢字ノート中３,p9,命がアヤウイ,危うい
学習漢字ノート中３,p9,五時間にオヨブ議論,及ぶ
学習漢字ノート中３,p11,キョウボウな野生動物,凶暴
学習漢字ノート中３,p11,英文をカイシャクする,解釈
学習漢字ノート中３,p11,ヒゲキをもたらす,悲劇
学習漢字ノート中３,p11,コウゴに使う,交互
学習漢字ノート中３,p11,ジュウを構える,銃
学習漢字ノート中３,p11,ユウソウな行進曲,勇壮
学習漢字ノート中３,p11,テンコウが回復する,天候
学習漢字ノート中３,p11,ヒサンな結果になる,悲惨
学習漢字ノート中３,p11,オウベイを旅する,欧米
学習漢字ノート中３,p11,家族にショウカイする,紹介
